Porcentaje Query,Total Query,Total Training,k,Error,Porcentaje
45,180,220,5,45,75.0
45,180,220,5,54,70.0
45,180,220,5,47,73.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,47,73.88888888888889
45,180,220,5,49,72.77777777777779
45,180,220,5,46,74.44444444444444
45,180,220,5,51,71.66666666666667
45,180,220,5,49,72.77777777777779
45,180,220,5,50,72.22222222222223
45,180,220,5,55,69.44444444444444
45,180,220,5,59,67.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,47,73.88888888888889
45,180,220,5,41,77.22222222222223
45,180,220,5,47,73.88888888888889
45,180,220,5,42,76.66666666666667
45,180,220,5,47,73.88888888888889
45,180,220,5,53,70.55555555555556
45,180,220,5,46,74.44444444444444
45,180,220,5,47,73.88888888888889
45,180,220,5,43,76.11111111111111
45,180,220,5,49,72.77777777777779
45,180,220,5,44,75.55555555555556
45,180,220,5,41,77.22222222222223
45,180,220,5,37,79.44444444444444
45,180,220,5,45,75.0
45,180,220,5,38,78.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,42,76.66666666666667
45,180,220,5,46,74.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,50,72.22222222222223
45,180,220,5,48,73.33333333333334
45,180,220,5,42,76.66666666666667
45,180,220,5,37,79.44444444444444
45,180,220,5,42,76.66666666666667
45,180,220,5,34,81.11111111111111
45,180,220,5,50,72.22222222222223
45,180,220,5,44,75.55555555555556
45,180,220,5,50,72.22222222222223
45,180,220,5,49,72.77777777777779
45,180,220,5,47,73.88888888888889
45,180,220,5,39,78.33333333333334
45,180,220,5,39,78.33333333333334
45,180,220,5,44,75.55555555555556
45,180,220,5,40,77.77777777777779
45,180,220,5,48,73.33333333333334
45,180,220,5,45,75.0
45,180,220,5,47,73.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,54,70.0
45,180,220,5,45,75.0
45,180,220,5,42,76.66666666666667
45,180,220,5,48,73.33333333333334
45,180,220,5,47,73.88888888888889
45,180,220,5,48,73.33333333333334
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,54,70.0
45,180,220,5,44,75.55555555555556
45,180,220,5,43,76.11111111111111
45,180,220,5,44,75.55555555555556
45,180,220,5,49,72.77777777777779
45,180,220,5,40,77.77777777777779
45,180,220,5,46,74.44444444444444
45,180,220,5,46,74.44444444444444
45,180,220,5,59,67.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,44,75.55555555555556
45,180,220,5,40,77.77777777777779
45,180,220,5,55,69.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,50,72.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,48,73.33333333333334
45,180,220,5,39,78.33333333333334
45,180,220,5,43,76.11111111111111
45,180,220,5,51,71.66666666666667
45,180,220,5,47,73.88888888888889
45,180,220,5,49,72.77777777777779
45,180,220,5,54,70.0
45,180,220,5,54,70.0
45,180,220,5,50,72.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,41,77.22222222222223
45,180,220,5,47,73.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,43,76.11111111111111
45,180,220,5,42,76.66666666666667
45,180,220,5,50,72.22222222222223
45,180,220,5,44,75.55555555555556
45,180,220,5,42,76.66666666666667
45,180,220,5,50,72.22222222222223
45,180,220,5,34,81.11111111111111
45,180,220,5,38,78.88888888888889
45,180,220,5,41,77.22222222222223
45,180,220,5,41,77.22222222222223
45,180,220,5,49,72.77777777777779
45,180,220,5,45,75.0
45,180,220,5,39,78.33333333333334
45,180,220,5,41,77.22222222222223
45,180,220,5,48,73.33333333333334
45,180,220,5,60,66.66666666666667
45,180,220,5,35,80.55555555555556
45,180,220,5,46,74.44444444444444
45,180,220,5,37,79.44444444444444
45,180,220,5,43,76.11111111111111
45,180,220,5,44,75.55555555555556
45,180,220,5,51,71.66666666666667
45,180,220,5,50,72.22222222222223
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,43,76.11111111111111
45,180,220,5,52,71.11111111111111
45,180,220,5,53,70.55555555555556
45,180,220,5,48,73.33333333333334
45,180,220,5,43,76.11111111111111
45,180,220,5,53,70.55555555555556
45,180,220,5,45,75.0
45,180,220,5,54,70.0
45,180,220,5,41,77.22222222222223
45,180,220,5,54,70.0
45,180,220,5,47,73.88888888888889
45,180,220,5,43,76.11111111111111
45,180,220,5,51,71.66666666666667
45,180,220,5,59,67.22222222222223
45,180,220,5,53,70.55555555555556
45,180,220,5,43,76.11111111111111
45,180,220,5,44,75.55555555555556
45,180,220,5,42,76.66666666666667
45,180,220,5,47,73.88888888888889
45,180,220,5,43,76.11111111111111
45,180,220,5,51,71.66666666666667
45,180,220,5,51,71.66666666666667
45,180,220,5,45,75.0
45,180,220,5,46,74.44444444444444
45,180,220,5,57,68.33333333333334
45,180,220,5,48,73.33333333333334
45,180,220,5,46,74.44444444444444
45,180,220,5,58,67.77777777777779
45,180,220,5,57,68.33333333333334
45,180,220,5,57,68.33333333333334
45,180,220,5,56,68.88888888888889
45,180,220,5,43,76.11111111111111
45,180,220,5,50,72.22222222222223
45,180,220,5,47,73.88888888888889
45,180,220,5,54,70.0
45,180,220,5,50,72.22222222222223
45,180,220,5,50,72.22222222222223
45,180,220,5,49,72.77777777777779
45,180,220,5,51,71.66666666666667
45,180,220,5,46,74.44444444444444
45,180,220,5,47,73.88888888888889
45,180,220,5,45,75.0
45,180,220,5,49,72.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,39,78.33333333333334
45,180,220,5,48,73.33333333333334
45,180,220,5,56,68.88888888888889
45,180,220,5,47,73.88888888888889
45,180,220,5,42,76.66666666666667
45,180,220,5,50,72.22222222222223
45,180,220,5,44,75.55555555555556
45,180,220,5,56,68.88888888888889
45,180,220,5,50,72.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,49,72.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,49,72.77777777777779
45,180,220,5,40,77.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,48,73.33333333333334
45,180,220,5,44,75.55555555555556
45,180,220,5,49,72.77777777777779
45,180,220,5,46,74.44444444444444
45,180,220,5,51,71.66666666666667
45,180,220,5,56,68.88888888888889
45,180,220,5,45,75.0
45,180,220,5,51,71.66666666666667
45,180,220,5,40,77.77777777777779
45,180,220,5,47,73.88888888888889
45,180,220,5,52,71.11111111111111
45,180,220,5,49,72.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,52,71.11111111111111
45,180,220,5,48,73.33333333333334
45,180,220,5,53,70.55555555555556
45,180,220,5,44,75.55555555555556
45,180,220,5,56,68.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,42,76.66666666666667
45,180,220,5,48,73.33333333333334
45,180,220,5,49,72.77777777777779
45,180,220,5,44,75.55555555555556
45,180,220,5,53,70.55555555555556
45,180,220,5,47,73.88888888888889
45,180,220,5,45,75.0
45,180,220,5,48,73.33333333333334
45,180,220,5,40,77.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,52,71.11111111111111
45,180,220,5,38,78.88888888888889
45,180,220,5,40,77.77777777777779
45,180,220,5,41,77.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,50,72.22222222222223
45,180,220,5,38,78.88888888888889
45,180,220,5,42,76.66666666666667
45,180,220,5,45,75.0
45,180,220,5,45,75.0
45,180,220,5,46,74.44444444444444
45,180,220,5,44,75.55555555555556
45,180,220,5,52,71.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,42,76.66666666666667
45,180,220,5,47,73.88888888888889
45,180,220,5,44,75.55555555555556
45,180,220,5,46,74.44444444444444
45,180,220,5,45,75.0
45,180,220,5,46,74.44444444444444
45,180,220,5,47,73.88888888888889
45,180,220,5,43,76.11111111111111
45,180,220,5,50,72.22222222222223
45,180,220,5,51,71.66666666666667
45,180,220,5,49,72.77777777777779
45,180,220,5,52,71.11111111111111
45,180,220,5,42,76.66666666666667
45,180,220,5,43,76.11111111111111
45,180,220,5,47,73.88888888888889
45,180,220,5,49,72.77777777777779
45,180,220,5,51,71.66666666666667
45,180,220,5,39,78.33333333333334
45,180,220,5,46,74.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,42,76.66666666666667
45,180,220,5,47,73.88888888888889
45,180,220,5,39,78.33333333333334
45,180,220,5,41,77.22222222222223
45,180,220,5,48,73.33333333333334
45,180,220,5,60,66.66666666666667
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,50,72.22222222222223
45,180,220,5,45,75.0
45,180,220,5,49,72.77777777777779
45,180,220,5,45,75.0
45,180,220,5,48,73.33333333333334
45,180,220,5,47,73.88888888888889
45,180,220,5,45,75.0
45,180,220,5,41,77.22222222222223
45,180,220,5,42,76.66666666666667
45,180,220,5,38,78.88888888888889
45,180,220,5,45,75.0
45,180,220,5,44,75.55555555555556
45,180,220,5,46,74.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,48,73.33333333333334
45,180,220,5,46,74.44444444444444
45,180,220,5,52,71.11111111111111
45,180,220,5,49,72.77777777777779
45,180,220,5,38,78.88888888888889
45,180,220,5,51,71.66666666666667
45,180,220,5,43,76.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,40,77.77777777777779
45,180,220,5,42,76.66666666666667
45,180,220,5,46,74.44444444444444
45,180,220,5,42,76.66666666666667
45,180,220,5,37,79.44444444444444
45,180,220,5,46,74.44444444444444
45,180,220,5,57,68.33333333333334
45,180,220,5,50,72.22222222222223
45,180,220,5,40,77.77777777777779
45,180,220,5,47,73.88888888888889
45,180,220,5,48,73.33333333333334
45,180,220,5,44,75.55555555555556
45,180,220,5,57,68.33333333333334
45,180,220,5,52,71.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,50,72.22222222222223
45,180,220,5,53,70.55555555555556
45,180,220,5,47,73.88888888888889
45,180,220,5,51,71.66666666666667
45,180,220,5,52,71.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,47,73.88888888888889
45,180,220,5,47,73.88888888888889
45,180,220,5,45,75.0
45,180,220,5,43,76.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,48,73.33333333333334
45,180,220,5,39,78.33333333333334
45,180,220,5,49,72.77777777777779
45,180,220,5,50,72.22222222222223
45,180,220,5,47,73.88888888888889
45,180,220,5,47,73.88888888888889
45,180,220,5,51,71.66666666666667
45,180,220,5,44,75.55555555555556
45,180,220,5,46,74.44444444444444
45,180,220,5,43,76.11111111111111
45,180,220,5,48,73.33333333333334
45,180,220,5,51,71.66666666666667
45,180,220,5,46,74.44444444444444
45,180,220,5,42,76.66666666666667
45,180,220,5,43,76.11111111111111
45,180,220,5,45,75.0
45,180,220,5,50,72.22222222222223
45,180,220,5,49,72.77777777777779
45,180,220,5,43,76.11111111111111
45,180,220,5,37,79.44444444444444
45,180,220,5,55,69.44444444444444
45,180,220,5,38,78.88888888888889
45,180,220,5,52,71.11111111111111
45,180,220,5,30,83.33333333333334
45,180,220,5,51,71.66666666666667
45,180,220,5,49,72.77777777777779
45,180,220,5,46,74.44444444444444
45,180,220,5,43,76.11111111111111
45,180,220,5,46,74.44444444444444
45,180,220,5,48,73.33333333333334
45,180,220,5,41,77.22222222222223
45,180,220,5,52,71.11111111111111
45,180,220,5,43,76.11111111111111
45,180,220,5,51,71.66666666666667
45,180,220,5,49,72.77777777777779
45,180,220,5,35,80.55555555555556
45,180,220,5,41,77.22222222222223
45,180,220,5,46,74.44444444444444
45,180,220,5,43,76.11111111111111
45,180,220,5,42,76.66666666666667
45,180,220,5,47,73.88888888888889
